show_id,type,title,director.1,director.2,director.3,Column1,cast.1,cast.2,cast.3,cast.4,cast.5,cast.6,cast.7,cast.8,cast.9,cast.10,cast.11,cast.12,cast.13,cast.14,cast.15,cast.16,cast.17,cast.18,cast.19,cast.20,cast.21,cast.22,cast.23,cast.24,cast.25,cast.26,cast.27,cast.28,cast.29,cast.30,cast.31,cast.32,cast.33,cast.34,cast.35,cast.36,Length,country,date_added,release_year,rating,duration,listed_in.1,listed_in.2,listed_in.3
s8051,Movie,Solo Con Tu Pareja,Alfonso Cuarón,,,,Luis de Icaza, Dobrina Liubomirova, Isabel Benet, Claudia Fernandez, Luz María Jerez, Claudia Ramírez, Astrid Hadad, Toshiro Hisaki, Daniel Giménez Cacho, Carlos Nakasone, Ricardo Dalmacci, Nevil Wilton, John Keyser, Raúl Valerio, Monserrat Ontiveros, Daniel Gimenez Cacho,,,,,,,,,,,,,,,,,,,,,272,Mexico,2018-09-01,1991,NR,94 min,Comedies, Independent Movies, International Movies
s8382,Movie,The Lamb,Timothy Reckart,,,,Steven Yeun, Keegan-Michael Key, Aidy Bryant, Gina Rodriguez, Zachary Levi, Christopher Plummer, Ving Rhames, Gabriel Iglesias, Kelly Clarkson, Anthony Anderson, Patricia Heaton, Kris Kristofferson, Kristin Chenoweth, Mariah Carey, Oprah Winfrey, Tyler Perry, Tracy Morgan,,,,,,,,,,,,,,,,,,,,272,United States,2018-06-04,2017,PG,86 min,Children & Family Movies, Faith & Spirituality,
s7952,Movie,Say When,Lynn Shelton,,,,Keira Knightley, Chloë Grace Moretz, Sam Rockwell, Kaitlyn Dever, Jeff Garlin, Ellie Kemper, Mark Webber, Daniel Zovatto, Kevin Seal, Ernie Joseph, Louis Hobson, Dylan Arnold, Mari Nelson, Sean Nelson, Omar Silva, Aaron Washington, Sara Coates, Gretchen Mol, Basil Harris,,,,,,,,,,,,,,,,,,271,United States,2018-07-19,2014,R,99 min,Comedies, Dramas, Independent Movies
s2357,Movie,Feel the Beat,Elissa Down,,,,Sofia Carson, Wolfgang Novogratz, Donna Lynne Champlin, Eva Hauge, Rex Lee, Brandon Kyle Goodman, Lidya Jewett, Sadie Lapidus, Johanna Colón, Shaylee Mansfield, Shiloh Nelson, Justin Allan, Carina Battrick, Kai Zen, Marissa Jaret Winokur, Enrico Colantoni, Dennis Andres,,,,,,,,,,,,,,,,,,,,270,United States,2020-06-19,2020,TV-G,110 min,Children & Family Movies, Comedies, Dramas
s4244,Movie,The Seven Deadly Sins the Movie: Prisoners of the Sky,Noriyuki Abe,,,,Yuki Kaji, Sora Amamiya, Misaki Kuno, Aoi Yuki, Tatsuhisa Suzuki, Jun Fukuyama, Yuhei Takagi, Maaya Sakamoto, Tomokazu Sugita, Tsubasa Yonaga, Haruka Tomatsu, Reiko Suzuki, Akio Otsuka, Toshiyuki Morikawa, Yoko Hikasa, Toru Sakurai, Masuo Amada, Takaya Kuroda, Silk Road,,,,,,,,,,,,,,,,,,270,Japan,2018-12-31,2018,TV-14,100 min,Action & Adventure, Anime Features, International Movies
s8581,Movie,Thor: Ragnarok,Taika Waititi,,,,Chris Hemsworth, Tom Hiddleston, Cate Blanchett, Idris Elba, Jeff Goldblum, Tessa Thompson, Karl Urban, Mark Ruffalo, Anthony Hopkins, Benedict Cumberbatch, Taika Waititi, Rachel House, Clancy Brown, Tadanobu Asano, Ray Stevenson, Zachary Levi, Luke Hemsworth, Sam Neill,,,,,,,,,,,,,,,,,,,270,United States,2018-06-05,2017,PG-13,131 min,Action & Adventure, Comedies, Sci-Fi & Fantasy
s647,Movie,The House of Flowers: The Movie,Manolo Caro,,,,Cecilia Suárez, Aislinn Derbez, Darío Yazbek, Juan Pablo Medina, Paco León, Angélica María, Norma Angélica, Luis De La Rosa, Isabel Burr, Tiago Correa, Tessa Ia, Christian Chávez, Javier Jattin, Paco Rueda, Emilio Cuaik, Andrea Chaparro, David Ostrosky, Ximena Sariñana,,,,,,,,,,,,,,,,,,,269,,2021-06-23,2021,TV-MA,88 min,Comedies, International Movies, Music & Musicals
s1324,Movie,Layla Majnun,Monty Tiwa,,,,Reza Rahadian, Acha Septriasa, Baim Wong, Beby Tsabina, Dian Nitami, Uli Herdinansyah, Natasha Rizki, Eriska Rein, Landung Simatupang, August Melasz, Chantiq Schagerl, Cut Ashifa, Aida Cabiyeva, Murad Ismayil, Nadya Arina, Augie Fantinus, Angelia Livie, Ernanto Kusumo,,,,,,,,,,,,,,,,,,,268,Indonesia,2021-02-11,2020,TV-14,119 min,Dramas, International Movies, Romantic Movies
s2096,Movie,Making The Witcher,Nathan Wiley,,,,Henry Cavill, Anya Chalotra, Freya Allan, Eamon Farren, Mimi Ndiweni, Adam Levy, MyAnna Buring, Joey Batey, Lauren Schmidt Hissrich, Tomasz Bagi?ski, Andrew Laws, Sneha Koorse, Declan De Barra, Beau DeMayo, Simon Emanuel, Iván Pohárnok, Tim Aslam, Charlotte Brändström,,,,,,,,,,,,,,,,,,,268,United States,2020-08-26,2020,TV-MA,33 min,Documentaries,,
s4991,Movie,Stretch Armstrong: The Breakout,Victor Cook,,,,Scott Menville, Steven Yeun, Ogie Banks, Nazneen Contractor, Kate Mulgrew, Wil Wheaton, Keith David, Jon Heder, Yvette Nicole Brown, Clancy Brown, James Arnold Taylor, Grey Griffin, Miguel Ferrer, Kelly Hu, Walter Koenig, Vanessa Marshall, Will Friedle, Andrew Kishino,,,,,,,,,,,,,,,,,,,268,United States,2018-03-13,2018,TV-Y7,104 min,Children & Family Movies,,
s2420,Movie,Big Stone Gap,Adriana Trigiani,,,,Ashley Judd, Patrick Wilson, Whoopi Goldberg, John Benjamin Hickey, Jane Krakowski, Judith Ivey, Jasmine Guy, Chris Sarandon, Anthony LaPaglia, Jenna Elfman, Angelina Fiordellisi, Mary Testa, Dagmara Dominczyk, Mary Pat Gleason, Joe Inscoe, James Hampton, Paul Wilson,,,,,,,,,,,,,,,,,,,,267,United States,2020-06-05,2014,PG-13,103 min,Comedies, Romantic Movies,
s1375,Movie,Accomplice,Jeremy Grant,,,,Kurt Sorge, Tom Van Steenbergen, Cameron Zink, Graham Agassiz, Tyler McCaul, Cameron McCaul, Ethan Nell, Hannah Bergemann, Carson Storch, Brandon Semenuk, Veronique Sandler, Nico Vink, Garett Buehler, Jaxson Riddle, Andreu Lacondeguy, Paul Genovese, Paul Basagoitia,,,,,,,,,,,,,,,,,,,,265,United States,2021-01-27,2021,TV-14,52 min,Documentaries, International Movies, Sports Movies
s7707,Movie,Pardes,Subhash Ghai,,,,Shah Rukh Khan, Amrish Puri, Mahima Chaudhry, Apoorva Agnihotri, Alok Nath, Himani Shivpuri, Padmavati Rao, Madhuri Bhatia, Dina Pathak, Benu Kalsi, Anand Balraj, Ajay Nagrath, Deepak Qazir, Shashi Sharma, Smita Jaykar, Pavan Malhotra, Aditya Narayan, Subhash Ghai,,,,,,,,,,,,,,,,,,,264,India,2018-03-01,1997,TV-14,187 min,Dramas, International Movies, Romantic Movies
s1538,Movie,Lee Daniels' The Butler,Lee Daniels,,,,Forest Whitaker, Oprah Winfrey, John Cusack, Jane Fonda, Cuba Gooding Jr., Terrence Howard, Lenny Kravitz, James Marsden, David Oyelowo, Alan Rickman, Liev Schreiber, Robin Williams, Mariah Carey, Alex Pettyfer, Vanessa Redgrave, David Banner, Michael Rainey Jr.,,,,,,,,,,,,,,,,,,,,262,United States,2020-12-16,2013,PG-13,132 min,Dramas,,
s2211,Movie,Offering to the Storm,Fernando González Molina,,,,Marta Etura, Leonardo Sbaraglia, Carlos Librado Nene, Francesc Orella, Imanol Arias, Álvaro Cervantes, Itziar Aizpuru, Benn Northover, Marta Larralde, Alicia Sánchez, Eduardo Rosa, Angel Alkain, Ana Wagener, Paco Tous, Patricia López Arnaiz, Pedro Casablanc,,,,,,,,,,,,,,,,,,,,,259,"Spain, Germany",2020-07-24,2020,TV-MA,140 min,International Movies, Thrillers,
s6487,Movie,Cirque du Freak: The Vampire's Assistant,Paul Weitz,,,,John C. Reilly, Ken Watanabe, Josh Hutcherson, Chris Massoglia, Ray Stevenson, Patrick Fugit, Orlando Jones, Willem Dafoe, Salma Hayek, Michael Cerveris, Jane Krakowski, Frankie Faison, Patrick Breen, Colleen Camp, Don McManus, Jessica Carlson, Kristen Schaal,,,,,,,,,,,,,,,,,,,,259,United States,2018-04-16,2009,PG-13,109 min,Action & Adventure, Horror Movies, Sci-Fi & Fantasy
s8458,Movie,The Pirates! Band of Misfits,Peter Lord, Jeff Newitt,,,Hugh Grant, Martin Freeman, Imelda Staunton, David Tennant, Jeremy Piven, Salma Hayek, Lenny Henry, Brian Blessed, Russell Tovey, Anton Yelchin, Al Roker, David Schaal, Peter Lord, Ashley Jensen, Kayvan Novak, Mitchell Mullen, Brendan Gleeson, David Schneider,,,,,,,,,,,,,,,,,,,259,"United Kingdom, United States",2020-10-01,2012,PG,88 min,Children & Family Movies, Comedies,
s7150,Movie,Jumping the Broom,Salim Akil,,,,Angela Bassett, Paula Patton, Laz Alonso, Loretta Devine, Meagan Good, Tasha Smith, Julie Bowen, DeRay Davis, Valarie Pettiford, Pooch Hall, Tenika Davis, T.D. Jakes, Mike Epps, Romeo Miller, Marguerite McNeil, El DeBarge, Brian Stokes Mitchell, Gary Dourdan,,,,,,,,,,,,,,,,,,,258,United States,2020-11-01,2011,PG-13,113 min,Comedies, Romantic Movies,
s6061,Movie,A Thin Line Between Love & Hate,Martin Lawrence,,,,Martin Lawrence, Lynn Whitfield, Regina King, Bobby Brown, Della Reese, Daryl Mitchell, Roger Mosley, Malinda Williams, Roger E. Mosley, Simbi Khali, Tangie Ambrose, Wendy Raquel Robinson, Stacii Jae Johnson, Faizon Love, Miguel A. Núñez Jr., Tracy Morgan,,,,,,,,,,,,,,,,,,,,,255,United States,2020-12-01,1996,R,108 min,Comedies, Romantic Movies,
s393,Movie,Django Unchained,Quentin Tarantino,,,,Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington, Samuel L. Jackson, Walton Goggins, Dennis Christopher, James Remar, David Steen, Dana Gourrier, Nichole Galicia, Laura Cayouette, Ato Essandoh, Sammi Rotibi, Escalante Lundy, Don Johnson,,,,,,,,,,,,,,,,,,,,,252,United States,2021-07-24,2012,R,165 min,Action & Adventure, Dramas,
s2544,Movie,Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,Claire Scanlon,,,,Ellie Kemper, Jane Krakowski, Tituss Burgess, Carol Kane, Jon Hamm, Daniel Radcliffe, Lauren Adams, Sara Chase, Sol Miranda, Amy Sedaris, Mike Carlsen, Dylan Gelula, Chris Parnell, Heidi Gardner, Jack McBrayer, Zak Orth, Fred Armisen, Johnny Knoxville,,,,,,,,,,,,,,,,,,,251,United States,2020-05-12,2020,TV-14,190 min,Comedies,,
s4469,Movie,Heneral Luna,Jerrold Tarog,,,,John Arcilla, Mon Confiado, Arron Villaflor, Joem Bascon, Archie Alemania, Art Acuña, Alex Medina, Nonie Buencamino, Lorenz Martinez, Jeffrey Quizon, Alvin Anson, Mylene Dizon, Bing Pimentel, Leo Martinez, Ketchup Eusebio, Ronnie Lazaro, Paulo Avelino,,,,,,,,,,,,,,,,,,,,251,Philippines,2018-10-31,2015,R,118 min,Dramas, International Movies,
s583,Movie,Mother's Day,Garry Marshall,,,,Jennifer Aniston, Kate Hudson, Julia Roberts, Jason Sudeikis, Britt Robertson, Timothy Olyphant, Margo Martindale, Shay Mitchell, Jack Whitehall, Hector Elizondo, Jon Lovitz, Larry Miller, Cameron Esposito, Aasif Mandvi, Jennifer Garner, Sarah Chalke,,,,,,,,,,,,,,,,,,,,,250,United States,2021-07-01,2016,PG-13,118 min,Comedies, Dramas,
s3106,Movie,John Mulaney & The Sack Lunch Bunch,Rhys Thomas,,,,John Mulaney, Alexander Bello, Tyler Bourke, Ava Briglia, Cordelia Comando, Camille De La Cruz, Oriah Elgrabli, Jake Ryan Flynn, Orson Hong, Isabella Iannelli, Jacob Laval, Suri Marrero, Zell Steele Morrow, Jonah Mussolino, Lexi Perkel, Linder Sutton,,,,,,,,,,,,,,,,,,,,,250,United States,2019-12-24,2019,TV-PG,70 min,Children & Family Movies, Comedies,
s1937,Movie,Welcome to Sudden Death,Dallas Jackson,,,,Michael Jai White, Michael Eklund, Sabryn Rock, Nakai Takawira, Lyric Justice, Sagine Semajuste, Gary Owen, Anthony Grant, Kristen Harris, BJ Verot, Sean Skene, Marrese Crump, Stephanie Sy, Jeff Strome, Adam Hurtig, Gillian White, Anthony J. Mifsud,,,,,,,,,,,,,,,,,,,,248,United States,2020-09-29,2020,R,80 min,Action & Adventure,,
s2187,Movie,Raat Akeli Hai,Honey Trehan,,,,Nawazuddin Siddiqui, Radhika Apte, Khalid Tyabji, Aditya Srivastava, Padmavati Rao, Shivani Raghuvanshi, Nishant Dahiya, Shweta Tripathi, Gyanendra Tripathi, Shreedhar Dubey, Swanand Kirkire, Riya Shukla, Tigmanshu Dhulia, Ila Arun, Natasha Rastogi,,,,,,,,,,,,,,,,,,,,,,248,India,2020-07-31,2020,TV-MA,150 min,Dramas, International Movies, Thrillers
s7956,Movie,Scary Movie,Keenen Ivory Wayans,,,,Anna Faris, Jon Abrahams, Shannon Elizabeth, Shawn Wayans, Regina Hall, Marlon Wayans, Lochlyn Munro, Cheri Oteri, Carmen Electra, Dave Sheridan, Kurt Fuller, Rick Ducommun, James Van Der Beek, Keenen Ivory Wayans, Marissa Jaret Winokur, Dan Joffre,,,,,,,,,,,,,,,,,,,,,248,United States,2020-01-01,2000,R,88 min,Comedies, Horror Movies,
s5580,Movie,Burning Sands,Gerard McMurray,,,,Trevor Jackson, Alfre Woodard, Trevante Rhodes, Steve Harris, DeRon Horton, Rotimi, Serayah, Tosin Cole, Malik Bazille, Octavius J. Johnson, Davyon St. Usaire, Mitchell Edwards, Nafessa Williams, Christian Robinson, Imani Hakim, Raquel Bianca John,,,,,,,,,,,,,,,,,,,,,247,United States,2017-03-10,2017,TV-MA,102 min,Dramas, Independent Movies,
s1242,Movie,Moxie,Amy Poehler,,,,Hadley Robinson, Lauren Tsai, Patrick Schwarzenegger, Nico Hiraga, Sydney Park, Josephine Langford, Clark Gregg, Josie Totah, Alycia  Pascual-Peña, Anjelika Washington, Charlie Hall, Sabrina Haskett, Ike Barinholtz, Amy Poehler, Marcia Gay Harden,,,,,,,,,,,,,,,,,,,,,,246,United States,2021-03-03,2021,PG-13,112 min,Comedies, Dramas, Music & Musicals
s6326,Movie,Black Panther,Ryan Coogler,,,,Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o, Danai Gurira, Martin Freeman, Daniel Kaluuya, Letitia Wright, Winston Duke, Sterling K. Brown, Angela Bassett, Forest Whitaker, Andy Serkis, Florence Kasumba, John Kani, David S. Lee, Stan Lee,,,,,,,,,,,,,,,,,,,,,245,United States,2018-09-04,2018,PG-13,135 min,Action & Adventure, Sci-Fi & Fantasy,
s7540,Movie,My Life as a Zucchini,Claude Barras,,,,Gaspard Schlatter, Sixtine Murat, Paulin Jaccoud, Michel Vuillermoz, Raul Ribera, Estelle Hennard, Elliot Sanchez, Lou Wick, Brigitte Rosset, Natacha Koutchoumov, Monica Budde, Adrien Barazzone, Will Forte, Nick Offerman, Ellen Page, Amy Sedaris,,,,,,,,,,,,,,,,,,,,,245,"Switzerland, France",2017-10-01,2016,PG-13,68 min,Comedies, Dramas, International Movies
s6819,Movie,G-Force,Hoyt Yeatman,,,,Bill Nighy, Will Arnett, Zach Galifianakis, Kelli Garner, Tyler Patrick Jones, Piper Mackenzie Harris, Gabriel Casseus, Jack Conley, Niecy Nash, Justin Mentell, Nicolas Cage, Sam Rockwell, Jon Favreau, Penélope Cruz, Steve Buscemi, Tracy Morgan,,,,,,,,,,,,,,,,,,,,,244,United States,2019-03-15,2009,PG,88 min,Children & Family Movies, Comedies,
s8770,Movie,Y.M.I.: Yeh Mera India,N. Chandra,,,,Anupam Kher, Atul Kulkarni, Aakash Pandey, Milind Gunaji, Perizaad Zorabian, Smiley Suri, Parvin Dabas, Rajit Kapoor, Purab Kohli, Rajpal Yadav, Sarika, Sayaji Shinde, Seema Biswas, Vijay Raaz, Ashwin Mushran, Veerendra Saxena, Siddhant Karnick,,,,,,,,,,,,,,,,,,,,244,India,2018-03-01,2008,TV-MA,137 min,Dramas, Independent Movies, International Movies
s1270,Movie,Geez & Ann,Rizki Balki,,,,Hanggini, Junior Roberts, Roy Sungkono, Shenina Cinnamon, Ashira Zamita, Amel Carla, Davina Karamoy, Naimma Aljufri, Andi Viola, Jasmine Elfira Burhan, Kezia Aletheia, Dewi Rezer, Ersa Mayori, Indra Brasco, Bobby Samuel, Ady Sky, Farhan Rasyid,,,,,,,,,,,,,,,,,,,,243,Indonesia,2021-02-25,2021,TV-PG,106 min,Dramas, International Movies, Romantic Movies
s5761,Movie,The Siege of Jadotville,Richie Smyth,,,,Jamie Dornan, Guillaume Canet, Emmanuelle Seigner, Jason O'Mara, Mikael Persbrandt, Mark Strong, Michael McElhatton, Danny Sapani, Sam Keeley, Ronan Raftery, Mike Noble, Charlie Kelly, Conor MacNeill, Fionn O'Shea, Conor Quinlan, Jordan Mifsud,,,,,,,,,,,,,,,,,,,,,243,"Ireland, South Africa",2016-10-07,2016,TV-MA,108 min,Action & Adventure, Dramas, International Movies
s2080,Movie,The Smurfs,Raja Gosnell,,,,Hank Azaria, Neil Patrick Harris, Jayma Mays, Sofía Vergara, Tim Gunn, Jonathan Winters, Katy Perry, Alan Cumming, Fred Armisen, George Lopez, Anton Yelchin, Kenan Thompson, Jeff Foxworthy, John Oliver, Wolfgang Puck, B.J. Novak, Paul Reubens,,,,,,,,,,,,,,,,,,,,242,"United States, Belgium, Canada, France",2020-09-01,2011,PG,103 min,Children & Family Movies, Comedies,
s7465,Movie,Miss Hokusai,Keiichi Hara,,,,Anne Watanabe, Yutaka Matsushige, Gaku Hamada, Kengo Kora, Jun Miho, Shion Shimizu, Michitaka Tsutsui, Ethan Murray, Kevin T. Collins, Barbara Goodson, Cindy Robinson, Mike Pollock, Robbie Daymond, Marc Diraison, Richard Epcar, Erica Lindbeck,,,,,,,,,,,,,,,,,,,,,242,Japan,2017-10-01,2015,PG-13,90 min,Anime Features,,
s1647,Movie,Mosul,Matthew Michael Carnahan,,,,Suhail Dabbach, Adam Bessa, Is'haq Elias, Qutaiba Abdelhaq, Ahmad El Ghanem, Hicham Ouarqa, Mohimen Mahbuba, Thaer Al-Shayei, Abdellah Bensaid, Faycal Attougui, Mohamed Attougui, Tarik Belmekki, Hayat Kamille, Seema Al Khalidi, Waleed Algadi,,,,,,,,,,,,,,,,,,,,,,241,United States,2020-11-26,2020,TV-MA,103 min,Action & Adventure, Dramas, International Movies
s7226,Movie,Kraftidioten,Hans Petter Moland,,,,Stellan Skarsgård, Pål Sverre Hagen, Bruno Ganz, Hildegun Riise, Peter Andersson, Birgitte Hjort Sørensen, Jakob Oftebro, Anders Baasmo Christiansen, Jon Øigarden, Gard B. Eidsvold, Kristofer Hivju, Birgitte Hjort Sorensen, Stellan Skarsgard,,,,,,,,,,,,,,,,,,,,,,,,241,"Norway, Denmark, Sweden",2017-01-05,2014,TV-MA,117 min,Comedies, International Movies, Thrillers
s1561,Movie,The Prom,Ryan Murphy,,,,Meryl Streep, James Corden, Nicole Kidman, Kerry Washington, Andrew Rannells, Keegan-Michael Key, Jo Ellen Pellman, Ariana DeBose, Mary Kay Place, Kevin Chamberlin, Tracey Ullman, Logan Riley, Sofia Deler, Nico Greetham, Nathaniel J. Potvin,,,,,,,,,,,,,,,,,,,,,,240,United States,2020-12-11,2020,PG-13,132 min,Comedies, LGBTQ Movies, Music & Musicals
s295,Movie,Takizawa Kabuki ZERO 2020 The Movie,Hideaki Takizawa,,,,Hikaru Iwamoto, Tatsuya Fukazawa, Raul, Shota Watanabe, Koji Mukai, Ryohei Abe, Ren Meguro, Ryota Miyadate, Daisuke Sakuma, Arata Sato, Tatsuya Kageyama, Taiga Suzuki, Shunsuke Motoi, Taiga Tsubaki, Yuki Yokohara, Minato Matsui, Shosei Oda,,,,,,,,,,,,,,,,,,,,239,,2021-08-07,2020,TV-PG,139 min,International Movies, Music & Musicals,
s1658,Movie,Notes for My Son,Carlos Sorín,,,,Valeria Bertuccelli, Esteban Lamothe, Julián Sorín, Mauricio Dayub, Malena Pichot, Catarina Spinetta, Carla Quevedo, Anita Pauls, Mónica Antonópulos, Paola Barrientos, Ana Katz, Romina Richi, Diego Gentile, Beatriz Spelzini, Diego Reinhold,,,,,,,,,,,,,,,,,,,,,,239,Argentina,2020-11-24,2020,TV-MA,84 min,Dramas, International Movies,
s3764,Movie,Elisa & Marcela,Isabel Coixet,,,,Natalia de Molina, Greta Fernández, Sara Casasnovas, Tamar Novas, Kelly Lua, Manuel Lourenzo, Jorge Suquet, Ana Santos, Mariana Carballal, Roberto Leal, Luisa Merelas, Amparo Moreno, Lluís Homar, Manolo Solo, María Pujalte, Francesc Orella,,,,,,,,,,,,,,,,,,,,,239,Spain,2019-06-07,2019,TV-MA,119 min,Dramas, International Movies, LGBTQ Movies
s8334,Movie,The Great Raid,John Dahl,,,,Benjamin Bratt, James Franco, Connie Nielsen, Marton Csokas, Joseph Fiennes, Motoki Kobayashi, Robert Mammone, Natalie Mendoza, Cesar Montano, James Carpinello, Mark Consuelos, Sam Worthington, Craig McLachlan, Max Martini, Clayne Crawford,,,,,,,,,,,,,,,,,,,,,,239,"United States, Australia",2019-11-01,2005,R,133 min,Action & Adventure, Dramas,
s615,Movie,What Dreams May Come,Vincent Ward,,,,Robin Williams, Cuba Gooding Jr., Annabella Sciorra, Max von Sydow, Jessica Brooks Grant, Josh Paddock, Rosalind Chao, Lucinda Jenney, Maggie McCarthy, Wilma Bonet, Matt Salinger, Carin Sprague, June Carryl, Paul P. Card IV, Werner Herzog,,,,,,,,,,,,,,,,,,,,,,238,"United States, New Zealand",2021-07-01,1998,PG-13,114 min,Dramas, Romantic Movies, Sci-Fi & Fantasy
s6795,Movie,Frances Ha,Noah Baumbach,,,,Greta Gerwig, Mickey Sumner, Charlotte d'Amboise, Adam Driver, Hannah Dunne, Michael Esper, Grace Gummer, Patrick Heusinger, Josh Hamilton, Cindy Katz, Maya Kazan, Justine Lupe, Britta Phillips, Juliet Rylance, Dean Wareham, Michael Zegen,,,,,,,,,,,,,,,,,,,,,238,"United States, Brazil",2017-10-01,2012,R,86 min,Comedies, Dramas, Independent Movies
s854,Movie,Army of the Dead,Zack Snyder,,,,Dave Bautista, Ella Purnell, Omari Hardwick, Garret Dillahunt, Ana de la Reguera, Theo Rossi, Matthias Schweighöfer, Nora Arnezeder, Hiroyuki Sanada, Tig Notaro, Raúl Castillo, Huma Qureshi, Samantha Win, Richard Cetrone, Michael Cassidy,,,,,,,,,,,,,,,,,,,,,,237,United States,2021-05-21,2021,R,148 min,Action & Adventure, Horror Movies,
s4083,Movie,The Photographer Of Mauthausen,Mar Targarona,,,,Mario Casas, Richard van Weyden, Alain Hernández, Adrià Salazar, Eduard Buch, Stefan Weinert, Rubén Yuste, Nikola Stojanovic, Frank Feys, Marc Rodríguez, Albert Mora, Luka Peros, Rainer Reiners, Toni Gomila, Emilio Gavira, Macarena Gómez,,,,,,,,,,,,,,,,,,,,,237,Spain,2019-02-23,2018,TV-MA,110 min,Dramas, International Movies,
s5976,Movie,Ég man þig,Óskar Thór Axelsson,,,,Jóhannes Haukur Jóhannesson, Ágústa Eva Erlendsdóttir, Elma Stefania Agustsdottir, Thor Kristjansson, Anna Gunndís Guðmundsdóttir, Sara Dögg Ásgeirsdóttir, Þröstur Leó Gunnarsson, Jóhann Sigurðarson, Sveinn Geirsson, Arnar Páll Harðarson,,,,,,,,,,,,,,,,,,,,,,,,,,,237,Iceland,2018-03-27,2017,TV-MA,106 min,Horror Movies, International Movies,
s350,Movie,Seabiscuit,Gary Ross,,,,Tobey Maguire, Jeff Bridges, Chris Cooper, Elizabeth Banks, Gary Stevens, William H. Macy, David McCullough, Kingston DuCoeur, Eddie Jones, Ed Lauter, Michael O'Neill, Michael Angarano, Royce D. Applegate, Annie Corley, Valerie Mahaffey,,,,,,,,,,,,,,,,,,,,,,236,United States,2021-08-01,2003,PG-13,141 min,Dramas, Sports Movies,
s453,Movie,A Perfect Fit,Hadrah Daeng Ratu,,,,Nadya Arina, Refal Hady, Giorgino Abraham, Anggika Bolsterli, Laura Theux, Christine Hakim, Unique Priscilla, Karina Suwandi, Mathias Muchus, Ayu Laksmi, I Made Sidia, Dominique Sanda, Bryan Domani, Wafda Saifan, Yayu Unru, Dave Hendrik,,,,,,,,,,,,,,,,,,,,,236,Indonesia,2021-07-15,2021,TV-PG,113 min,Comedies, Dramas, International Movies
s1502,Movie,After We Collided,Roger Kumble,,,,Josephine Langford, Hero Fiennes Tiffin, Dylan Sprouse, Selma Blair, Louise Lombard, Shane Paul McGhie, Candice King, Charlie Weber, Khadijha Red Thunder, Inanna Sarkis, Pia Mia, Samuel Larsen, Dylan Arnold, Karimah Westbrook, Rob Estes,,,,,,,,,,,,,,,,,,,,,,236,United States,2020-12-22,2020,R,105 min,Dramas, Romantic Movies,
s6744,Movie,Fear and Loathing in Las Vegas,Terry Gilliam,,,,Johnny Depp, Benicio Del Toro, Tobey Maguire, Ellen Barkin, Gary Busey, Christina Ricci, Mark Harmon, Cameron Diaz, Katherine Helmond, Michael Jeter, Craig Bierko, Lyle Lovett, Flea, Christopher Meloni, Harry Dean Stanton, Tim Thomerson,,,,,,,,,,,,,,,,,,,,,236,United States,2019-11-01,1998,R,118 min,Comedies, Cult Movies, Dramas
